,ds,yhat,yhat_lower,yhat_upper,y,cutoff
12622,1997-04-25,78.20304903343504,45.90197854017445,109.84191157634908,68.7,1997-04-23
12623,1997-04-26,78.32619418407164,48.03318328671473,107.04665066288858,70.9,1997-04-23
12624,1997-04-27,78.3416813190787,47.882647486729894,108.9848230604568,73.1,1997-04-23
12625,1997-04-28,78.20859031419833,47.2074549867584,110.0368052265277,72.4,1997-04-23
12626,1997-04-29,77.94661997203922,47.38029458908903,108.26915152108091,71.9,1997-04-23
12627,1997-04-30,77.58886708599891,45.122318203894864,108.57391932919178,72.6,1997-04-23
12628,1997-05-01,76.9545755286502,46.84293812477936,106.46626235664404,72.2,1997-04-30
12629,1997-05-02,76.37931789985029,45.02023960453999,108.85735897060543,72.1,1997-04-30
12630,1997-05-03,75.71228330364613,43.78621960076844,107.4988324479155,71.1,1997-04-30
12631,1997-05-04,75.0647734253836,43.72688355408807,106.08085872606098,70.9,1997-04-30
12632,1997-05-05,74.58093734508749,42.92240600695129,103.60469013376023,72.3,1997-04-30
12633,1997-05-06,74.34500097195325,43.16317559851343,103.84937234616903,72.1,1997-04-30
12634,1997-05-07,74.33465728810938,41.5524984323889,104.76010846734967,72.0,1997-04-30
12635,1997-05-08,74.10478032898666,42.49992926063984,105.80496856030685,71.9,1997-05-07
12636,1997-05-09,74.26619181497398,43.4567480608161,103.49123047377732,71.6,1997-05-07
12637,1997-05-10,74.41030830716369,42.33451715019438,104.74293570926777,72.0,1997-05-07
12638,1997-05-11,74.51358189335869,43.54294383688631,104.13042987444504,72.3,1997-05-07
12639,1997-05-12,74.578094745346,45.834863346649875,105.64692993300055,72.2,1997-05-07
12640,1997-05-13,74.64674557609568,44.306472250569215,105.24217057258024,73.8,1997-05-07
12641,1997-05-14,74.80919217109418,45.924699760676916,105.6410763455027,73.5,1997-05-07
12642,1997-05-15,74.83952761586636,41.63117868274874,106.43623769742479,73.0,1997-05-14
12643,1997-05-16,75.3788374350711,44.42531323330124,106.607303073928,72.2,1997-05-14
12644,1997-05-17,76.00526173552737,46.40915816712299,107.38562976083288,72.8,1997-05-14
12645,1997-05-18,76.55667957293238,47.79110036838161,109.16166607238735,74.1,1997-05-14
12646,1997-05-19,76.93016122054145,46.28901179559438,107.97119379997882,74.2,1997-05-14
12647,1997-05-20,77.1451264935637,46.98197429258997,107.74170067330886,79.1,1997-05-14
12648,1997-05-21,77.29523646881763,47.615421955371524,108.16049399676372,84.8,1997-05-14
12649,1997-05-22,77.28222491425059,46.24830067452195,107.80384304974963,81.0,1997-05-21
12650,1997-05-23,77.39533593614297,46.81303055876659,109.76217485230592,76.2,1997-05-21
12651,1997-05-24,77.40476453295788,45.861740333905324,111.01408863841087,76.9,1997-05-21
12652,1997-05-25,77.26996081779488,48.48569030336098,110.12069870650902,78.0,1997-05-21
12653,1997-05-26,77.00894449046721,44.67662548387623,108.19234482132778,78.2,1997-05-21
12654,1997-05-27,76.65377308150599,47.02079202193943,107.60722370535717,78.3,1997-05-21
12655,1997-05-28,76.20247400494794,46.782339687768946,106.91370081815217,77.4,1997-05-21
12656,1997-05-29,75.87102195599219,45.78959058438799,106.66052318675303,75.6,1997-05-28
12657,1997-05-30,75.21420701074754,43.053305826856494,106.77912853462237,75.1,1997-05-28
12658,1997-05-31,74.57723260797766,41.86554656994588,104.00487124363993,72.5,1997-05-28
12659,1997-06-01,74.10064596697092,43.62836313866038,104.05157848042728,77.3,1997-05-28
12660,1997-06-02,73.86697972649196,42.11731314049894,104.32765825063089,76.9,1997-05-28
12661,1997-06-03,73.8550015439226,43.70725404828112,104.59445742736875,75.2,1997-05-28
12662,1997-06-04,73.97382013786184,42.55273604512484,102.22056051124757,73.9,1997-05-28
12663,1997-06-05,73.84943145560743,44.160845850120936,106.15450697427464,73.9,1997-06-04
12664,1997-06-06,73.98944790179786,44.82677157257165,104.00278768566471,74.2,1997-06-04
12665,1997-06-07,74.08997403828315,43.64851315922208,102.9934755839115,74.7,1997-06-04
12666,1997-06-08,74.15281102714616,42.31105044745869,106.52023891922097,73.2,1997-06-04
12667,1997-06-09,74.2198127967379,42.33409555009121,103.28415557397904,73.1,1997-06-04
12668,1997-06-10,74.37832508172022,45.01882566651503,105.99343579791962,71.9,1997-06-04
12669,1997-06-11,74.71615128464464,44.43809883389067,104.6231104182614,70.8,1997-06-04
12670,1997-06-12,75.5443345114171,44.15924558240429,106.2085819273694,69.6,1997-06-11
12671,1997-06-13,76.16158431614159,46.38369928666755,103.42696569812274,70.1,1997-06-11
12672,1997-06-14,76.70541699440984,46.32619003099724,105.55168055636753,70.6,1997-06-11
12673,1997-06-15,77.07404391516208,45.49036814313176,107.90644676331132,70.7,1997-06-11
12674,1997-06-16,77.28571748208549,46.87704047343446,109.97241329990405,72.1,1997-06-11
12675,1997-06-17,77.43176210978304,45.017539581478864,109.32624876436022,69.6,1997-06-11
12676,1997-06-18,77.57244882158021,47.43272790652987,108.41041139712256,71.2,1997-06-11
12677,1997-06-19,77.44238269488552,45.44683869380155,105.21839699886328,70.1,1997-06-18
12678,1997-06-20,77.44929779678002,48.50635078612736,107.70870628981962,70.2,1997-06-18
12679,1997-06-21,77.31541715433465,49.57848306398277,106.93831950663518,67.6,1997-06-18
12680,1997-06-22,77.05823243534094,45.841102307333905,105.57900043386407,69.5,1997-06-18
12681,1997-06-23,76.70766238613191,46.432026004099534,108.94149066319437,69.0,1997-06-18
12682,1997-06-24,76.26035670402075,45.77398078690542,108.01617926921354,69.9,1997-06-18
12683,1997-06-25,75.69704775720277,43.41928910199485,106.97304085617661,71.7,1997-06-18
12684,1997-06-26,75.15814829644654,47.04795908022412,104.61775607974722,71.8,1997-06-25
12685,1997-06-27,74.53150170916075,43.377976471242874,103.28079301529031,71.7,1997-06-25
12686,1997-06-28,74.06174821966425,41.21394193226704,106.41925569101464,71.2,1997-06-25
12687,1997-06-29,73.82972377367041,43.04329486988385,103.18258082360263,70.2,1997-06-25
12688,1997-06-30,73.8150114267231,43.58575976201321,104.22754299305886,69.8,1997-06-25
12689,1997-07-01,73.92921751342215,44.65572053345629,107.15082276236986,70.0,1997-06-25
12690,1997-07-02,74.08253995426173,43.203499464300165,104.27367577627872,70.1,1997-06-25
12691,1997-07-03,73.81950466465716,43.57398844866737,102.4748993155411,69.0,1997-07-02
